Episode Index,Episode Id,Episode Length (ms),Episode Minutes,Episode Seconds,Episode Date,Episode Name,Episode Description,Track ID,Song,Performer,Track Popularity,Track Release Date,Explicit,Danceability,Energy,Key,Loudness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Duration (ms),Track Minutes,Track Seconds,Time Signature
150,2ypqExfwMutSGsqL8r7ICy,827364,13,47,11/30/2016,Angel Olsen - Shut Up Kiss Me,"Angel Olsen released her third album, My Woman, in September 2016. It’s been critically acclaimed, including Pitchfork’s Best New Music and NME’s best albums of the year. In this episode, Angel Olsen takes apart the song ""Shut Up Kiss Me."" She breaks down how she recorded it live in the studio with her band, and how she tried things with her voice that she’d never done before.  songexploder.net/angel-olsen",5uZLsGY9fknBd5Rxr7AIss,shut up kiss me,angel olsen,12,9/2/2016,0,0.373,0.63,7,-5.131,1,0.0552,0,0.107,0.352,115.942,202200,3,22,4
151,6Y87FfqU3xzPwgpfPrqRJt,918009,15,18,11/17/2016,Jóhann Jóhannsson - Arrival,"In the film Arrival, Amy Adams plays a linguist trying to decode an alien language. The score was composed by Johann Johannsson, his third film collaborating with director Denis Villeneuve. In this episode, Johann breaks down a piece from the score called Heptapod B, and how, like the film, it revolves around the concept of language.  songexploder.net/arrival",0wvldPbWwuellRqCfzL4eu,heptapod b,jóhann jóhannsson,42,11/11/2016,0,0.562,0.445,10,-16.71,0,0.783,0.872,0.0918,0.0527,125.695,222085,3,42,3
152,56wjVQpb8cPf3ptrqGMfPH,757669,12,37,11/8/2016,Flatbush Zombies - Bounce,"Flatbush Zombies are a hip hop trio from Brooklyn. They formed in 2010. Their album 3001: A Laced Odyssey came out in 2016, and debuted in the top ten on the Billboard charts. Erick the Architect is one of the three MCs in the band (along with Meechy Darko and Zombie Juice) and he's also the group's producer. In this episode, Erick breaks down how the song Bounce was made.   ",6Hr77eZSmaVGgH0vVulMUH,bounce,flatbush zombies,60,3/11/2016,1,0.628,0.618,5,-8.4,0,0.0113,0,0.109,0.362,110.007,241520,4,1,4
153,64sHnrmI1rttMuHBkoD8xK,1329881,22,9,10/28/2016,Oathbreaker - 10:56 / Second Son of R.,"The band Oathbreaker formed in 2008 in Belgium. In this episode, Caro and Gilles from the band break down the two-part song that opens their third album, Rheia. These two tracks, 10:56 and Second Son of R., were written and performed as one song. Coming up, they talk about how and why their sound transformed from a pure hardcore band to something more amalgamated, and Caro talks about her own evolution as a vocalist and a lyricist, writing candidly about her own past.  songexploder.net/oathbreaker",04hTDr45kONVCXlAqjZGuW,second son of r.,oathbreaker,0,9/30/2016,0,0.106,0.926,6,-6.05,0,0.000575,0.0185,0.395,0.0769,159.734,355199,5,55,3
154,2avDEkHozekUfZgrIY6YxK,952386,15,52,10/19/2016,James Vincent McMorrow - Get Low,"James Vincent McMorrow is a singer/songwriter whose first albums fell somewhere on the folk music side of things. But his sound has changed over the years, incorporating elements of R&B and electronic music. On the album We Move, James worked with the producer Nineteen85, whose credits include tracks by Drake and Nicki Minaj. In this episode, James breaks down the song ""Get Low"" from that record and how it was inspired by Clipse, minimalism, and Los Angeles.  songexploder.net/james-vincent-mcmorrow   ",6DwshFWH1WmFtY1Aitsl0f,get low,james vincent mcmorrow,0,8/17/2016,0,0.524,0.212,9,-12.897,0,0.342,0.00461,0.122,0.152,100.016,250479,4,10,5
155,0feWA6KiCJ5upTj9sog9hy,1017143,16,57,10/6/2016,Phantogram - You Don't Get Me High Anymore,"Sarah Barthel and Josh Carter started Phantogram in 2007. They’ve worked on crafting a particular sound and they’ve had a particular way of making their dense productions since the beginning. But for their new record, Three, things changed. The song ""You Don’t Get Me High Anymore"" took the band outside of their comfort zone. And, in this episode, Sarah and Josh break down how they made the original demo, and how outsiders like The-Dream and co-producer Ricky Reed influenced the way the song ultimately turned out.  songexploder.net/phantogram",3gkSQbWTDBh0ZKq85WmJDz,you don’t get me high anymore,phantogram,56,10/7/2016,0,0.504,0.945,7,-4.625,1,0.00242,0.00257,0.536,0.744,97.972,219507,3,39,4
156,0ghWKNSlFKyrFHikXpvm5R,1170508,19,30,9/21/2016,Peter Bjorn and John - Young Folks,"In 2006, Swedish trio Peter Bjorn and John released their third album, Writer’s Block. For months and months after that, it felt like you couldn’t go anywhere without hearing the first single from that album, ""Young Folks."" It was on top 10 lists for song of the year in places like Pitchfork and NME. It’s been covered by James Blunt, and remixed by Kanye West, along with countless other versions out there. Now, ten years later, Peter Bjorn and John break down the song and how it all came together, and how it almost didn’t come together at all.  songexploder.net/peter-bjorn-and-john   ",6M6UoxIPn4NOWW0x7JPRfv,young folks,peter bjorn and john,26,2/20/2007,0,0.701,0.815,0,-5.995,1,0.0174,0.000627,0.0969,0.671,138.142,279027,4,39,4
157,6URRYjbSiJNtDk5zRVTzSY,863152,14,23,9/7/2016,Mitski - Your Best American Girl,"Mitski has been making records since 2012. Her third record, Puberty 2, came out in June 2016 and was critically acclaimed Pitchfork gave it Best New Music status. Her music has been featured in the tv show Adventure Time. In this episode, Mitski breaks down her song Your Best American Girl, along with her long-time collaborator Patrick Hyland.  songexploder.net/mitski",172rW45GEnGoJUuWfm1drt,your best american girl,mitski,18,6/17/2016,0,0.36,0.257,7,-9.655,1,0.0159,0.00512,0.226,0.13,76.972,212184,3,32,4
158,34q5LNn3Vish0hZK9lOY5q,809365,13,29,8/25/2016,Tobacco - Gods in Heat,"Tom Fec, aka Tobacco, has released four albums since 2008. He's also the frontman of the band Black Moth Super Rainbow, and he created the theme music for the HBO show Silicon Valley. In this episode, Tom breaks down his song ""Gods in Heat"" from his newest album, Sweatbox Dynasty, recorded entirely on cassette.  More at songexploder.net/tobacco.",2f8Oh2P5cHOCVs42hqfstT,gods in heat,tobacco,0,5/11/2016,0,0.4,0.544,8,-5.235,1,0.00756,0.323,0.153,0.477,144.314,201907,3,21,4
159,7otNXpVN0fi1eiSxPtVBFE,846303,14,6,8/15/2016,Andra Day - Forever Mine,"Singer/songwriter Andra Day put out her first record in August 2015. Since then, she’s been invited by the Obamas to perform at the White House on multiple occasions, and the record was nominated for a Grammy for Best R&B album. In this episode, Andra breaks down her song Forever Mine along with the track’s producer, Rob Kleiner.",5dS4r8s7z5r1LpivqrCP0U,forever mine,andra day,46,8/28/2015,0,0.564,0.807,5,-4.561,1,0.0285,0.00111,0.192,0.49,67.003,199079,3,19,4
160,077gJD7h1IiMZyBwn8rfAg,892853,14,52,8/4/2016,Patrick Carney feat. Ralph Carney - BoJack Horseman (Main Title Theme),"BoJack Horseman is a Netflix original series, an animated comedy about a washed up 90s sitcom star who's trying to figure out his life and career without drowning in self-loathing and existential despair. It won the 2016 Critics Choice award for best animated series. The theme song for the show was created by Patrick Carney, who is one half of The Black Keys, and his uncle, Ralph Carney, a multi-instrumentalist who has worked artists like Tom Waits, St Vincent, The B-52s, Galaxie 500, and a lot more. But the track wasn't written for the show, originally; it was just something that Patrick and Ralph made without knowing what it was for. In this episode, the two break down how the song was created, and how it went from their long-distance collaboration to become a TV theme song.",,,,,,,,,,,,,,,,,,,,
161,6vZN8qD6yf0kCq7erzeQrU,872712,14,32,7/25/2016,Band of Horses - Solemn Oath,"Band of Horses released their 5th album in June 2016. In this episode, the band’s frontman, Ben Bridwell breaks down the song Solemn Oath, and how in the process of writing it, he confronted writer’s block, and balancing his life in the band and at home as a husband and father.",76zfLGLDB6P5Dkog0jkdME,solemn oath,band of horses,41,6/10/2016,0,0.511,0.759,4,-4.404,1,0.00132,1.44e-05,0.141,0.344,110.02,240173,4,0,4
162,4mznKIUFK5Hx3tADs3nYgc,807563,13,27,7/14/2016,Grimes - Kill V. Maim,"Grimes is the project of Claire Boucher. In 2015, she released Art Angels, her 4th  album. In this episode, she breaks down her song Kill V. Maim, her feelings about singing, and how the experience of writing songs for other artists opened up the way she writes for herself.",17eu2pSgSUpIG1GFWBnODv,kill v. maim,grimes,0,11/6/2015,0,0.578,0.947,11,-2.431,0,0.00744,0.0816,0.105,0.456,134.034,246007,4,6,4
163,11Us58iKRo67GId7GuRReF,901552,15,1,7/5/2016,Andrew Bird - Roma Fade,"Andrew Bird is a singer, songwriter, and multi-instrumentalist, maybe known best for his violin playing and his whistling. In this episode, Andrew breaks down his song Roma Fade, from the 2016 album Are You Serious?",5fMZ4cDsfhxR7gnFdtrWCy,roma fade,andrew bird,62,1/1/2016,0,0.594,0.689,2,-8.395,0,0.302,0.0173,0.0869,0.76,138.4,243120,4,3,4
164,3W4X2SfNuequELT4BrHrG4,847034,14,7,6/23/2016,CHVRCHES - Clearest Blue,"CHVRCHES is a trio from Glasgow, Scotland. In this episode, they break down the song ""Clearest Blue,"" from their sophomore album Every Open Eye. You'll hear the band's original demo as well as why they start songs with a set of rules, but then quickly abandon those rules.",3aUfWeMesfVs2niopKjNxV,clearest blue,chvrches,0,9/25/2015,0,0.641,0.832,1,-5.873,1,0.017,0.00186,0.0648,0.167,123.03,233769,3,53,4
165,2aObeMVgRwtnVZkEa2pt9n,829480,13,49,6/14/2016,ODESZA - Kusanagi,"In September 2014, Odesza put out their album In Return. It debuted at #1 on Billboard's Dance/Electronic charts, and spent 13 weeks in the top 10. But the song Kusanagi isn't a dance track. It slows down the pace of the album, and in this episode, Clay and Harrison of Odesza explain why. They tell the story of how they made the track, along with their friend and collaborator who they named the song after, Sean Kusanagi. This episode was recorded live at Moogfest in Durham, North Carolina.",3i2Q3cFdFzJ39nV9sAt3Pc,kusanagi,odesza,54,9/8/2014,0,0.335,0.33,0,-8.302,1,0.472,0.41,0.164,0.04,75.07,208000,3,28,4
166,0skIR0aayGrNCeeTidwBuD,1151726,19,11,5/29/2016,Old Crow Medicine Show - Dearly Departed Friend,"Old Crow Medicine Show is a six-piece band from Tennessee, who have been around since 1998. They were inducted into the Grand Ole Opry in 2013, and they won the Grammy for Best Folk Album in 2015, for their record Remedy. In this episode, bandleader Ketch Secor tells the story of how they made ""Dearly Departed Friend,"" one of the songs from Remedy.",6I6HqVgbMCrik1e8X12oQE,dearly departed friend,old crow medicine show,0,7/1/2014,0,0.705,0.521,2,-8.736,1,0.753,0,0.121,0.358,120.007,266132,4,26,4
167,54YkKPgnCsE4FZqLMDmjH2,1079602,17,59,5/24/2016,Busdriver - Worlds to Run,"Busdriver is a rapper from Los Angeles, and since 2001, he's been releasing albums with a signature hyperliterate, intellectual style. But over a decade later, Busdriver has found himself reaching for something more intimate and personal. In this episode, he breaks down the 2015 song ""Worlds to Run,"" along with the track's producer, Kenny Segal. It features guest vocals from Anderson Paak and Milo, and you'll hear how their contributions shaped Busdriver's vision for the song.",59jz14e2H1EkNHiXY7kd05,"worlds to run (featuring milo, anderson paak)",anderson .paak,0,11/6/2015,0,0.614,0.671,4,-8.029,0,0.136,0.000114,0.17,0.214,143.099,315565,5,15,4
168,1F47lc5eYeiWKw5mRbPSw9,982662,16,22,5/9/2016,Carly Rae Jepsen - When I Needed You,"Carly Rae Jepsen released her third album, Emotion, in 2015. The closing track on the record is When I Needed You. In this episode, Carly tells the story of how the song was made. You'll hear the first demo for the song, a version she co-wrote with her longtime collaborator Tavish Crowe. And you'll hear how that led to the album version. Plus, producer Ariel Rechtshaid breaks down some of the parts that he created for the recording.",3dDTVzIF6s7EyU6NoviFwD,when i needed you,carly rae jepsen,36,8/21/2015,0,0.57,0.891,5,-3.784,1,0.0517,0,0.345,0.346,90.984,221040,3,41,4
169,6bMDgA4xKq6zMDbWWRPuxf,1017849,16,57,4/28/2016,The Lumineers - Ophelia,"The Lumineers released their second album on April 8, 2016. Their first album went platinum, and they spent months touring relentlessly in support of it. That schedule took a toll on their relationship, but they ended up putting it into their songs. In this episode, Wes and Jeremiah break down their song “Ophelia."" You’ll hear their demos and a version that didn’t make it to the album. They’ll explain how the final track is not just a product of what they put into it, but what they decided to leave out.  This episode is sponsored by SeatGeek and Lagunitas Brewing Company.",3qhobDAfBcVoOWZP8Ck8R2,ophelia,the lumineers,57,2/5/2016,0,0.664,0.573,5,-6.519,1,0.613,0.000363,0.0857,0.566,76.023,160097,2,40,4
170,371iQXyqCH8WxuU2KvdCfE,1306214,21,46,4/18/2016,Weezer - Summer Elaine and Drunk Dori,"Weezer's 10th album, the self-titled ""White"" album, came out April 1, 2016. In this episode, Rivers Cuomo breaks down the meticulous process of making the song ""Summer Elaine and Drunk Dori,"" through the different demo versions that the track went through, and the array of spreadsheets that he uses collect, analyze, and harvest his ideas.",2dLrkKiddmHEYAQ7fUwfxw,summer elaine and drunk dori,weezer,37,4/1/2016,0,0.558,0.838,11,-6.224,1,0.00174,2.27e-05,0.102,0.716,122.073,205427,3,25,4
171,0vzLZQdYFA8BAFm1oSIN5z,904895,15,4,4/5/2016,Thao & The Get Down Stay Down - Astonished Man,"Thao and the Get Down Stay Down released the album A Man Alive in March 2016. In this episode, Thao Nguyen breaks down the song ""Astonished Man."" Thao talks about working with Merrill Garbus of Tune-Yards, who produced the album, and she speaks candidly about her relationship with her estranged father, the subject of the song.",4LShR74rYXrT36hyOOMxDF,astonished man,thao & the get down stay down,30,3/4/2016,0,0.632,0.543,11,-7.351,0,0.00959,0.000727,0.192,0.398,80.992,209616,3,29,4
172,2L6kauceQ1h0XCgn3agiYZ,1027017,17,7,3/22/2016,Iggy Pop - American Valhalla,"Iggy Pop is a pioneer of punk rock, whose legendary career began over fifty years ago. In 2015, he began collaborating on music with Joshua Homme, of Queens of the Stone Age. The result was Iggy Pop’s 23rd album, Post Pop Depression. In this episode, Iggy and Josh break down the song ""American Valhalla,"" and tell the story of how it was shaped by reverb, opera, and the military.",1fyyDh4JhcMy2GOh8abFh2,american valhalla,iggy pop,26,1/22/2016,0,0.693,0.579,0,-7.316,1,0.432,0.463,0.151,0.814,109.83,278587,4,38,4
173,0jsrX8vF1x9aiwVLWSHmsk,1002436,16,42,3/10/2016,Oneohtrix Point Never - Sticky Drama,"Daniel Lopatin has been making experimental electronic music as Oneohtrix Point Never since 2007. In this episode, he takes apart the song ""Sticky Drama,"" from his 2015 album Garden of Delete. He breaks down how he created artificial voices using software for the vocals, and how he sees his songs as pieces of science fiction.  This episode is sponsored by Loma Vista Recordings, Slack, and Moogfest. To win a pair of tickets to Moogfest, enter here.",01e4KUhkyzTJC2FjBkEmsn,sticky drama,oneohtrix point never,28,11/13/2015,0,0.281,0.551,10,-8.309,1,0.000519,0.0839,0.323,0.269,91.867,257633,4,17,4
