FIPS,State,Year,Total Population,Labor Force Population,Employed,Unemployed
32,Nevada,2019,"2,411,469   ","1,547,099   ","1,483,168   ","63,931   "
33,New Hampshire,2019,"1,128,816   ","777,320   ","757,399   ","19,921   "
34,New Jersey,2019,"7,352,948   ","4,693,206   ","4,529,991   ","163,215   "
35,New Mexico,2019,"1,650,871   ","956,965   ","909,341   ","47,624   "
36,New York,2019,"16,254,563   ","9,862,815   ","9,479,771   ","383,044   "
37,North Carolina,2019,"8,103,087   ","4,984,667   ","4,792,188   ","192,479   "
38,North Dakota,2019,"591,229   ","413,599   ","404,621   ","8,978   "
39,Ohio,2019,"9,289,612   ","5,871,252   ","5,628,875   ","242,377   "
40,Oklahoma,2019,"3,003,976   ","1,837,388   ","1,779,707   ","57,681   "
41,Oregon,2019,"3,399,990   ","2,091,154   ","2,013,473   ","77,681   "
42,Pennsylvania,2019,"10,416,206   ","6,573,565   ","6,291,463   ","282,102   "
44,Rhode Island,2019,"891,181   ","573,479   ","553,361   ","20,118   "
45,South Carolina,2019,"3,991,400   ","2,328,087   ","2,263,682   ","64,405   "
46,South Dakota,2019,"667,824   ","464,222   ","451,532   ","12,690   "
47,Tennessee,2019,"5,384,709   ","3,329,437   ","3,218,077   ","111,360   "
48,Texas,2019,"21,773,742   ","13,925,882   ","13,432,803   ","493,079   "
49,Utah,2019,"2,363,792   ","1,619,173   ","1,578,069   ","41,104   "
50,Vermont,2019,"531,941   ","352,876   ","345,401   ","7,475   "
51,Virginia,2019,"6,704,251   ","4,404,760   ","4,283,473   ","121,287   "
53,Washington,2019,"6,027,161   ","3,946,211   ","3,781,127   ","165,084   "
54,West Virginia,2019,"1,447,239   ","792,040   ","752,871   ","39,169   "
55,Wisconsin,2019,"4,666,721   ","3,116,333   ","3,016,526   ","99,807   "
56,Wyoming,2019,"447,064   ","293,674   ","282,739   ","10,935   "
01,Alabama,2020,"3,950,692   ","2,258,249   ","2,113,768   ","144,481   "
02,Alaska,2020,"543,977   ","345,541   ","316,964   ","28,577   "
04,Arizona,2020,"5,656,723   ","3,473,143   ","3,202,105   ","271,038   "
05,Arkansas,2020,"2,337,806   ","1,340,946   ","1,258,501   ","82,445   "
06,California,2020,"31,147,160   ","18,956,579   ","17,039,764   ","1,916,815   "
08,Colorado,2020,"4,580,984   ","3,079,767   ","2,870,858   ","208,909   "
09,Connecticut,2020,"2,908,833   ","1,877,913   ","1,727,900   ","150,013   "
10,Delaware,2020,"793,251   ","486,781   ","450,194   ","36,587   "
11,District of Columbia,2020,"554,002   ","386,856   ","355,967   ","30,889   "
12,Florida,2020,"17,475,931   ","10,056,206   ","9,249,303   ","806,903   "
13,Georgia,2020,"8,282,744   ","5,082,499   ","4,750,641   ","331,858   "
15,Hawaii,2020,"1,126,427   ","666,109   ","588,617   ","77,492   "
16,Idaho,2020,"1,420,352   ","902,300   ","852,450   ","49,850   "
17,Illinois,2020,"10,107,289   ","6,324,603   ","5,737,293   ","587,310   "
18,Indiana,2020,"5,282,391   ","3,325,780   ","3,082,456   ","243,324   "
19,Iowa,2020,"2,491,925   ","1,664,714   ","1,578,414   ","86,300   "
20,Kansas,2020,"2,246,019   ","1,501,633   ","1,414,277   ","87,356   "
21,Kentucky,2020,"3,517,745   ","2,010,262   ","1,879,778   ","130,484   "
22,Louisiana,2020,"3,577,474   ","2,048,799   ","1,872,055   ","176,744   "
23,Maine,2020,"1,126,692   ","672,023   ","638,081   ","33,942   "
24,Maryland,2020,"4,861,126   ","3,235,926   ","3,026,142   ","209,784   "
25,Massachusetts,2020,"5,728,306   ","3,742,675   ","3,395,793   ","346,882   "
26,Michigan,2020,"8,050,512   ","4,862,914   ","4,375,760   ","487,154   "
27,Minnesota,2020,"4,474,273   ","3,117,663   ","2,922,198   ","195,465   "
28,Mississippi,2020,"2,277,357   ","1,247,593   ","1,148,454   ","99,139   "
29,Missouri,2020,"4,823,719   ","3,026,204   ","2,840,459   ","185,745   "
30,Montana,2020,"864,235   ","543,626   ","511,964   ","31,662   "
31,Nebraska,2020,"1,500,946   ","1,044,342   ","999,902   ","44,440   "
32,Nevada,2020,"2,458,092   ","1,507,483   ","1,304,122   ","203,361   "
33,New Hampshire,2020,"1,138,158   ","760,270   ","709,276   ","50,994   "
34,New Jersey,2020,"7,379,427   ","4,643,700   ","4,204,301   ","439,399   "
35,New Mexico,2020,"1,663,566   ","930,743   ","857,286   ","73,457   "
36,New York,2020,"16,200,581   ","9,569,479   ","8,631,409   ","938,070   "
37,North Carolina,2020,"8,194,465   ","4,832,791   ","4,482,629   ","350,162   "
38,North Dakota,2020,"593,622   ","409,525   ","389,117   ","20,408   "
39,Ohio,2020,"9,310,839   ","5,732,689   ","5,264,189   ","468,500   "
40,Oklahoma,2020,"3,026,193   ","1,838,309   ","1,722,603   ","115,706   "
41,Oregon,2020,"3,432,130   ","2,105,116   ","1,945,906   ","159,210   "
42,Pennsylvania,2020,"10,439,449   ","6,500,777   ","5,926,898   ","573,879   "
44,Rhode Island,2020,"895,219   ","569,990   ","517,492   ","52,498   "
45,South Carolina,2020,"4,047,327   ","2,341,703   ","2,201,090   ","140,613   "
46,South Dakota,2020,"673,768   ","464,719   ","445,476   ","19,243   "
47,Tennessee,2020,"5,443,866   ","3,294,793   ","3,049,480   ","245,313   "
48,Texas,2020,"22,132,659   ","13,950,305   ","12,879,942   ","1,070,363   "
49,Utah,2020,"2,417,713   ","1,645,612   ","1,566,150   ","79,462   "
50,Vermont,2020,"534,514   ","339,064   ","319,998   ","19,066   "
51,Virginia,2020,"6,748,638   ","4,331,844   ","4,051,401   ","280,443   "
53,Washington,2020,"6,105,570   ","3,903,501   ","3,564,374   ","339,127   "
54,West Virginia,2020,"1,442,133   ","776,637   ","712,139   ","64,498   "
55,Wisconsin,2020,"4,691,604   ","3,101,913   ","2,902,114   ","199,799   "
56,Wyoming,2020,"449,998   ","293,682   ","276,447   ","17,235   "
01,Alabama,2021,"3,975,413   ","2,244,778   ","2,169,700   ","75,078   "
02,Alaska,2021,"545,198   ","350,399   ","328,072   ","22,327   "
04,Arizona,2021,"5,758,700   ","3,528,296   ","3,350,753   ","177,543   "
05,Arkansas,2021,"2,354,378   ","1,332,364   ","1,278,773   ","53,591   "
06,California,2021,"31,034,767   ","18,954,561   ","17,564,851   ","1,389,710   "
08,Colorado,2021,"4,627,420   ","3,146,263   ","2,973,388   ","172,875   "
09,Connecticut,2021,"2,925,835   ","1,850,362   ","1,730,845   ","119,517   "
10,Delaware,2021,"806,122   ","494,159   ","467,260   ","26,899   "
11,District of Columbia,2021,"546,374   ","379,236   ","353,551   ","25,685   "
12,Florida,2021,"17,748,645   ","10,297,351   ","9,813,713   ","483,638   "
13,Georgia,2021,"8,372,467   ","5,167,723   ","4,965,056   ","202,667   "
15,Hawaii,2021,"1,125,407   ","669,407   ","629,377   ","40,030   "
16,Idaho,2021,"1,466,939   ","927,341   ","894,108   ","33,233   "
17,Illinois,2021,"10,063,414   ","6,336,765   ","5,951,774   ","384,991   "
18,Indiana,2021,"5,313,485   ","3,331,676   ","3,202,043   ","129,633   "
19,Iowa,2021,"2,503,276   ","1,675,922   ","1,611,000   ","64,922   "
20,Kansas,2021,"2,253,245   ","1,499,635   ","1,448,835   ","50,800   "
21,Kentucky,2021,"3,523,837   ","2,020,232   ","1,930,318   ","89,914   "
22,Louisiana,2021,"3,564,661   ","2,051,638   ","1,936,782   ","114,856   "
23,Maine,2021,"1,141,005   ","689,467   ","656,587   ","32,880   "
24,Maryland,2021,"4,873,427   ","3,163,834   ","2,999,053   ","164,781   "
25,Massachusetts,2021,"5,743,035   ","3,731,421   ","3,534,385   ","197,036   "
26,Michigan,2021,"8,047,674   ","4,764,344   ","4,492,824   ","271,520   "
27,Minnesota,2021,"4,493,920   ","3,045,288   ","2,933,282   ","112,006   "
28,Mississippi,2021,"2,276,340   ","1,257,614   ","1,189,580   ","68,034   "
29,Missouri,2021,"4,847,310   ","3,031,845   ","2,905,732   ","126,113   "
30,Montana,2021,"881,339   ","547,983   ","529,426   ","18,557   "
31,Nebraska,2021,"1,507,300   ","1,042,407   ","1,014,923   ","27,484   "
32,Nevada,2021,"2,494,739   ","1,501,265   ","1,398,939   ","102,326   "
33,New Hampshire,2021,"1,147,848   ","751,954   ","725,784   ","26,170   "
34,New Jersey,2021,"7,393,980   ","4,654,243   ","4,342,075   ","312,168   "
35,New Mexico,2021,"1,671,005   ","941,776   ","875,205   ","66,571   "
36,New York,2021,"16,040,186   ","9,540,724   ","8,864,556   ","676,168   "
37,North Carolina,2021,"8,311,467   ","4,946,826   ","4,705,145   ","241,681   "
38,North Dakota,2021,"594,933   ","408,065   ","395,402   ","12,663   "
39,Ohio,2021,"9,307,233   ","5,718,337   ","5,417,720   ","300,617   "
40,Oklahoma,2021,"3,053,716   ","1,859,248   ","1,784,726   ","74,522   "
41,Oregon,2021,"3,453,496   ","2,141,726   ","2,030,793   ","110,933   "
42,Pennsylvania,2021,"10,472,746   ","6,424,786   ","6,048,034   ","376,752   "
44,Rhode Island,2021,"898,279   ","572,826   ","540,768   ","32,058   "
45,South Carolina,2021,"4,109,767   ","2,365,616   ","2,272,940   ","92,676   "
46,South Dakota,2021,"682,199   ","469,612   ","457,652   ","11,960   "
47,Tennessee,2021,"5,498,346   ","3,316,876   ","3,168,586   ","148,290   "
48,Texas,2021,"22,496,219   ","14,319,776   ","13,512,599   ","807,177   "
49,Utah,2021,"2,477,028   ","1,685,713   ","1,639,276   ","46,437   "
50,Vermont,2021,"538,788   ","335,453   ","323,281   ","12,172   "
51,Virginia,2021,"6,782,235   ","4,317,221   ","4,151,661   ","165,560   "
53,Washington,2021,"6,149,091   ","3,882,688   ","3,680,971   ","201,717   "
54,West Virginia,2021,"1,438,526   ","773,058   ","733,333   ","39,725   "
55,Wisconsin,2021,"4,703,898   ","3,108,803   ","2,991,314   ","117,489   "
56,Wyoming,2021,"453,649   ","289,152   ","276,002   ","13,150   "
01,Alabama,2022,"4,002,063   ","2,269,555   ","2,212,356   ","57,199   "
02,Alaska,2022,"547,088   ","352,966   ","337,922   ","15,044   "
04,Arizona,2022,"5,867,953   ","3,604,594   ","3,469,187   ","135,407   "
05,Arkansas,2022,"2,374,001   ","1,363,239   ","1,319,873   ","43,366   "
06,California,2022,"31,127,460   ","19,218,264   ","18,393,880   ","824,384   "
08,Colorado,2022,"4,679,534   ","3,184,962   ","3,086,225   ","98,737   "
09,Connecticut,2022,"2,942,617   ","1,925,718   ","1,847,569   ","78,149   "
10,Delaware,2022,"820,239   ","498,157   ","477,228   ","20,929   "
11,District of Columbia,2022,"552,397   ","393,025   ","374,524   ","18,501   "
12,Florida,2022,"18,188,071   ","10,703,282   ","10,378,726   ","324,556   "
13,Georgia,2022,"8,498,096   ","5,245,956   ","5,080,003   ","165,953   "
15,Hawaii,2022,"1,124,959   ","673,003   ","650,910   ","22,093   "
16,Idaho,2022,"1,504,995   ","954,671   ","927,109   ","27,562   "
17,Illinois,2022,"10,044,082   ","6,451,123   ","6,154,063   ","297,060   "
18,Indiana,2022,"5,346,283   ","3,377,986   ","3,274,108   ","103,878   "
19,Iowa,2022,"2,513,926   ","1,702,042   ","1,653,643   ","48,399   "
20,Kansas,2022,"2,260,998   ","1,507,842   ","1,466,588   ","41,254   "
21,Kentucky,2022,"3,535,814   ","2,044,975   ","1,962,220   ","82,755   "
22,Louisiana,2022,"3,548,757   ","2,063,849   ","1,988,163   ","75,686   "
23,Maine,2022,"1,153,734   ","683,025   ","663,548   ","19,477   "
24,Maryland,2022,"4,891,225   ","3,171,104   ","3,076,521   ","94,583   "
25,Massachusetts,2022,"5,773,752   ","3,763,745   ","3,626,468   ","137,277   "
26,Michigan,2022,"8,072,830   ","4,855,233   ","4,652,961   ","202,272   "
27,Minnesota,2022,"4,510,542   ","3,070,397   ","2,993,600   ","76,797   "
28,Mississippi,2022,"2,278,954   ","1,257,493   ","1,209,908   ","47,585   "
29,Missouri,2022,"4,868,459   ","3,042,699   ","2,962,942   ","79,757   "
30,Montana,2022,"896,720   ","563,605   ","548,661   ","14,944   "
31,Nebraska,2022,"1,517,543   ","1,052,057   ","1,029,072   ","22,985   "
32,Nevada,2022,"2,528,565   ","1,561,993   ","1,480,543   ","81,450   "
33,New Hampshire,2022,"1,158,485   ","759,867   ","741,390   ","18,477   "
34,New Jersey,2022,"7,428,937   ","4,756,002   ","4,572,879   ","183,123   "
35,New Mexico,2022,"1,676,771   ","948,382   ","909,796   ","38,586   "
36,New York,2022,"15,969,428   ","9,620,690   ","9,205,464   ","415,226   "
37,North Carolina,2022,"8,448,976   ","5,177,315   ","4,986,338   ","190,977   "
38,North Dakota,2022,"598,849   ","413,303   ","404,617   ","8,686   "
39,Ohio,2022,"9,332,074   ","5,744,718   ","5,515,217   ","229,501   "
40,Oklahoma,2022,"3,086,875   ","1,895,258   ","1,837,576   ","57,682   "
41,Oregon,2022,"3,462,954   ","2,161,875   ","2,076,440   ","85,435   "
42,Pennsylvania,2022,"10,478,808   ","6,471,172   ","6,203,060   ","268,112   "
44,Rhode Island,2022,"902,338   ","572,735   ","554,144   ","18,591   "
45,South Carolina,2022,"4,192,468   ","2,407,887   ","2,330,548   ","77,339   "
46,South Dakota,2022,"693,764   ","475,503   ","466,396   ","9,107   "
47,Tennessee,2022,"5,577,963   ","3,361,656   ","3,248,260   ","113,396   "
48,Texas,2022,"22,969,946   ","14,741,150   ","14,159,995   ","581,155   "
49,Utah,2022,"2,534,769   ","1,743,297   ","1,701,807   ","41,490   "
50,Vermont,2022,"541,208   ","342,606   ","334,531   ","8,075   "
51,Virginia,2022,"6,819,326   ","4,433,149   ","4,313,701   ","119,448   "
53,Washington,2022,"6,214,188   ","3,969,142   ","3,807,293   ","161,849   "
54,West Virginia,2022,"1,432,332   ","779,845   ","749,499   ","30,346   "
55,Wisconsin,2022,"4,734,937   ","3,103,497   ","3,015,472   ","88,025   "
56,Wyoming,2022,"457,901   ","293,442   ","283,348   ","10,094   "
01,Alabama,2023,"4,040,564   ","2,303,053   ","2,246,436   ","56,617   "
02,Alaska,2023,"551,358   ","356,831   ","341,742   ","15,089   "
04,Arizona,2023,"5,977,526   ","3,695,086   ","3,559,340   ","135,746   "
05,Arkansas,2023,"2,397,663   ","1,385,113   ","1,341,536   ","43,577   "
06,California,2023,"31,324,584   ","19,470,996   ","18,551,783   ","919,213   "
08,Colorado,2023,"4,740,457   ","3,231,187   ","3,124,049   ","107,138   "
09,Connecticut,2023,"2,968,717   ","1,913,209   ","1,851,790   ","61,419   "
10,Delaware,2023,"835,419   ","506,702   ","487,300   ","19,402   "
11,District of Columbia,2023,"562,486   ","405,631   ","385,980   ","19,651   "
12,Florida,2023,"18,656,766   ","11,030,808   ","10,704,831   ","325,977   "
13,Georgia,2023,"8,634,458   ","5,342,462   ","5,167,050   ","175,412   "
15,Hawaii,2023,"1,128,874   ","677,984   ","658,177   ","19,807   "
16,Idaho,2023,"1,535,647   ","977,436   ","946,107   ","31,329   "
17,Illinois,2023,"10,096,103   ","6,498,528   ","6,206,765   ","291,763   "
18,Indiana,2023,"5,389,076   ","3,410,605   ","3,293,068   ","117,537   "
19,Iowa,2023,"2,533,145   ","1,712,045   ","1,661,883   ","50,162   "
20,Kansas,2023,"2,279,235   ","1,524,404   ","1,480,579   ","43,825   "
21,Kentucky,2023,"3,566,207   ","2,056,509   ","1,968,245   ","88,264   "
22,Louisiana,2023,"3,552,479   ","2,072,347   ","1,995,094   ","77,253   "
23,Maine,2023,"1,164,874   ","692,674   ","674,460   ","18,214   "
24,Maryland,2023,"4,922,727   ","3,198,852   ","3,128,710   ","70,142   "
25,Massachusetts,2023,"5,822,196   ","3,805,582   ","3,672,255   ","133,327   "
26,Michigan,2023,"8,123,145   ","4,998,029   ","4,802,002   ","196,027   "
27,Minnesota,2023,"4,548,108   ","3,108,094   ","3,020,891   ","87,203   "
28,Mississippi,2023,"2,288,197   ","1,247,610   ","1,209,055   ","38,555   "
29,Missouri,2023,"4,903,397   ","3,095,018   ","2,999,067   ","95,951   "
30,Montana,2023,"908,428   ","573,862   ","558,457   ","15,405   "
31,Nebraska,2023,"1,533,664   ","1,059,609   ","1,035,174   ","24,435   "
32,Nevada,2023,"2,572,419   ","1,613,564   ","1,530,414   ","83,150   "
33,New Hampshire,2023,"1,167,313   ","761,600   ","744,458   ","17,142   "
34,New Jersey,2023,"7,508,291   ","4,867,113   ","4,659,779   ","207,334   "
35,New Mexico,2023,"1,690,176   ","968,711   ","933,130   ","35,581   "
36,New York,2023,"16,032,323   ","9,773,379   ","9,376,673   ","396,706   "
37,North Carolina,2023,"8,610,053   ","5,261,707   ","5,078,025   ","183,682   "
38,North Dakota,2023,"606,245   ","419,254   ","410,761   ","8,493   "
39,Ohio,2023,"9,389,736   ","5,819,675   ","5,606,997   ","212,678   "
40,Oklahoma,2023,"3,125,831   ","1,956,969   ","1,894,600   ","62,369   "
41,Oregon,2023,"3,482,235   ","2,174,694   ","2,093,138   ","81,556   "
42,Pennsylvania,2023,"10,524,169   ","6,561,136   ","6,320,816   ","240,320   "
44,Rhode Island,2023,"908,683   ","577,644   ","560,365   ","17,279   "
45,South Carolina,2023,"4,284,301   ","2,475,460   ","2,401,212   ","74,248   "
46,South Dakota,2023,"703,442   ","481,775   ","473,077   ","8,698   "
47,Tennessee,2023,"5,661,574   ","3,380,108   ","3,270,602   ","109,506   "
48,Texas,2023,"23,516,024   ","15,217,552   ","14,608,665   ","608,887   "
49,Utah,2023,"2,596,562   ","1,797,443   ","1,749,249   ","48,194   "
50,Vermont,2023,"543,489   ","350,113   ","343,360   ","6,753   "
51,Virginia,2023,"6,878,882   ","4,556,785   ","4,433,696   ","123,089   "
53,Washington,2023,"6,295,661   ","4,032,421   ","3,862,949   ","169,472   "
54,West Virginia,2023,"1,431,868   ","786,607   ","756,298   ","30,309   "
55,Wisconsin,2023,"4,774,138   ","3,145,301   ","3,056,957   ","88,344   "
56,Wyoming,2023,"462,831   ","296,385   ","287,746   ","8,639   "
01,Alabama,2024,"4,080,752   ","2,346,989   ","2,274,568   ","72,421   "
02,Alaska,2024,"556,233   ","359,269   ","342,729   ","16,540   "
04,Arizona,2024,"6,089,054   ","3,746,159   ","3,611,065   ","135,094   "
05,Arkansas,2024,"2,420,703   ","1,408,992   ","1,360,249   ","48,743   "
06,California,2024,"31,617,713   ","19,644,052   ","18,600,912   ","1,043,140   "
08,Colorado,2024,"4,802,926   ","3,267,766   ","3,128,165   ","139,601   "
09,Connecticut,2024,"2,998,919   ","1,944,419   ","1,882,637   ","61,782   "
10,Delaware,2024,"850,643   ","506,840   ","488,174   ","18,666   "
11,District of Columbia,2024,"575,018   ","416,148   ","394,332   ","21,816   "
12,Florida,2024,"19,077,843   ","11,155,356   ","10,781,312   ","374,044   "
13,Georgia,2024,"8,764,849   ","5,401,400   ","5,211,103   ","190,297   "
15,Hawaii,2024,"1,135,227   ","680,307   ","660,079   ","20,228   "
16,Idaho,2024,"1,567,187   ","1,002,524   ","965,824   ","36,700   "
17,Illinois,2024,"10,185,490   ","6,624,918   ","6,294,096   ","330,822   "
18,Indiana,2024,"5,439,105   ","3,455,992   ","3,310,992   ","145,000   "
19,Iowa,2024,"2,557,426   ","1,713,051   ","1,660,854   ","52,197   "
20,Kansas,2024,"2,302,670   ","1,545,790   ","1,490,553   ","55,237   "
21,Kentucky,2024,"3,603,390   ","2,093,848   ","1,987,643   ","106,205   "
22,Louisiana,2024,"3,568,036   ","2,079,308   ","1,988,780   ","90,528   "
23,Maine,2024,"1,173,216   ","705,421   ","683,421   ","22,000   "
24,Maryland,2024,"4,968,522   ","3,247,778   ","3,149,292   ","98,486   "
25,Massachusetts,2024,"5,884,506   ","3,901,567   ","3,744,201   ","157,366   "
26,Michigan,2024,"8,189,027   ","5,061,514   ","4,823,716   ","237,798   "
27,Minnesota,2024,"4,594,294   ","3,129,802   ","3,035,505   ","94,297   "
28,Mississippi,2024,"2,299,675   ","1,271,435   ","1,231,220   ","40,215   "
